,Unnamed: 0,CM_candidates,L1,L2
328,328,నాకు one year కింద నుంచి కడుపు నొప్పి వస్తుంది.,నాకు ఒక సంవత్సరం కింద నుంచి కడుపు నొప్పి వస్తుంది.,I am having stomach pain since less than a year.
329,329,అలాగే తలనొప్పి vomitings అవుతున్నాయి.,అలాగే తలనొప్పి వాంతులు అవుతున్నాయి.,Also headache and vomiting.
330,330,ఎన్నో medicines వాడుతున్నాను అయినప్పటికీ ఎలాంటి ఉపయోగం లేదు.,మందులు వాడుతున్నాను అయినప్పటికీ ఎలాంటి ఉపయోగం లేదు.,"Even though I am using medicines, there is no use."
331,331,ఏమి తిన్నా చివరికి పెరుగన్నం తిన్నా కడుపు అంతా irritating ఉంటుంది.,ఏమి తిన్నా చివరికి పెరుగన్నం తిన్నా కడుపు అంతా చికాకుగా ఉంటుంది.,"No matter what you eat, even if you eat curd in the end, your stomach will be irritated."
332,332,తిన్నా వెంటనే gas form అయితుంది.,తిన్న వెంటనే గ్యాస్ ఏర్పడుతుంది.,Gas occurs immediately after eating.
333,333,gas లో smell కూడా ఉంటుంది.,గ్యాస్ లో వాసన కూడా ఉంటుంది.,Gas also has an odor.
334,334,మాటిమాటికి motion కి urine కి వెళ్తున్నాడు.,మాటిమాటికి విరోచనం కి మూత్రం కి వెళ్తున్నాడు.,He is going to urinate after talking.
335,335,గతం కొన్ని రోజులుగా కడుపులో right side pain వస్తుంది.,గతం కొన్ని రోజులుగా కడుపులో కుడివైపు నొప్పి వస్తుంది.,For the past few days I have been having pain in the right side of my stomach.
336,336,గతం సంవత్సరం నుంచి gastric మరియు indigestion సమస్య ఉంది.,గత సంవత్సరం నుండి గ్యాస్ట్రిక్ మరియు అజీర్ణం సమస్య ఉంది.,Gastric and indigestion problem since last year.
337,337,uncontrol motions ఉన్నాయి.,అనియంత్రిత కదలికలు ఉన్నాయి.,There are uncontrolled movements.
338,338,ఈమధ్య suddenga బరువు తగ్గాను.,ఈమధ్య హఠాత్తుగా బరువు తగ్గాను.,I lost weight suddenly.
339,339,క్కువగా alcohol తీసుకుంటారు.,క్కువగా మద్యం తీసుకుంటారు.,Drink less alcohol.
340,340,liver కూడా damage అయింది.,కాలేయం కూడా దెబ్బతింది.,The liver is also damaged.
341,341,sugar కూడా పడిపోతూ ఉంటుంది.,చక్కెర కూడా పడిపోతూ ఉంటుంది.,Sugar also keeps falling.
342,342,బరువు 85 kgs ఉంటారు.,బరువు 85 kgs ఉంటారు.,Weight is 85 kgs.
343,343,10 years back accident అయినప్పుడు కాళికి చర్మానికి గాయాలు అయ్యాయి.,10 సంవత్సరాల క్రితం ప్రమాదం అయినప్పుడు కాళికి చర్మానికి గాయాలు అయ్యాయి.,Kali suffered skin injuries in an accident 10 years ago.
344,344,swelling కూడా వస్తుంది.,వాపు కూడా వస్తుంది.,Swelling also occurs.
345,345,suddenga రక్తపు వాంతులు వస్తున్నాయి.,ఆకస్మికంగా రక్తపు వాంతులు వస్తున్నాయి.,Sudden vomiting of blood.
346,346,weight పెరగడం లేదు.,బరువు పెరగడం లేదు.,No weight gain.
347,347,jaundice ఉంది.,కామెర్లు ఉంది.,There is jaundice.
348,348,bp కూడా normal ఉంది.,bp కూడా సాధారణమైనది.,bp is also normal.
349,349,నేను 1st time alcohol తీసుకున్నాను.,నేను మొదటి సారి మద్యం తీసుకున్నాను.,I took alcohol for the first time.
350,350,తీసుకున్నప్పుడు stomach pain వచ్చింది.,తీసుకున్నప్పుడు కడుపు నొప్పి వచ్చింది.,Stomach ache while taking.
