L1,L2,CM_candidates,Rating-1,Rating-2
అయితే అతడు దక్షిణ మధ్య ఆసియాలో ఎక్కడైనా ఉండి ఉండొచ్చు'' అని దౌత్య భద్రత అసిస్టెంట్ సెక్రటరీ మైఖేల్ ఎవనాఫ్ పేర్కొన్నారు .,"But he could be anywhere though in . . . south central Asia , "" said Assistant Secretary for Diplomatic Security Michael Evanoff . ",anywhere అతడు దక్షిణ మధ్య central Asia ఎక్కడైనా ఉండి ఉండొచ్చు'' అని Secretary భద్రత అసిస్టెంట్ సెక్రటరీ Diplomatic Security పేర్కొన్నారు .,5,4
"ఈ అందమైన భవనం ఫ్రెంచ్ నిర్మాణ కళను స్పూర్తిగా తీసుకుని గీసిన అద్భుతమైన గాజు నమూనాలను , స్తంభాలను ప్రదర్శిస్తుంది",This impressive edifice reflects French architecture and style,ఈ impressive గీసిన reflects ఫ్రెంచ్ నిర్మాణ and ప్రదర్శిస్తుంది,1,4
"స్విట్జర్లాండ్‌లో ఇది ఎక్కువగా సంగీతం , నాట్యం , కవిత్వం , కొయ్య వక్రం , వస్త్రం మీద అల్లిక కళ మొదలైన వాటిలో కనిపిస్తుంది .","In Switzerland it is mostly expressed in music , dance , poetry , wood carving and embroidery .",స్విట్జర్లాండ్‌లో ఇది ఎక్కువగా expressed కనిపిస్తుంది .,1,4
హైదరాబాద్: పవర్‌స్టార్ పవన్ కల్యాణ్ నటిస్తున్న తాజా చిత్రం కాటమరాయుడు .,HYDERABAD: Powerstar Pawan Kalyan is gearing up for his next film .,హైదరాబాద్: పవర్‌స్టార్ పవన్ కల్యాణ్ is,1,5
కానీ లేదుసార్ వాడు విన‌డం లేదండీ అన్నాడు .,But he did not listen .,But లేదుసార్ వాడు విన‌డం లేదండీ .,5,4
నిర్మాత అనిల్ సుంకర ఏకే ఎంటర్టైన్మెంట్స్ బ్యానర్ పై నిర్మించిన తాజా చిత్రం ‘కిరాక్ పార్టి’ .,Anil Sunkara is going to produce the film under AK Entertainments banner .,సుంకర Anil సుంకర AK Entertainments బ్యానర్ పై నిర్మించిన the film,3,3
బ్రెజిల్ రెండో స్థానంలో ఉండగా మూడో స్థానంలో ఇండియా ఉంది .,Israel is number two and India number three .,Israel రెండో number three ఇండియా ఉంది .,4,4
కొత్త కొత్త మెల‌కువ‌ల‌ ను మ‌రియు ప్ర‌క్రియ‌ల‌ ను ప‌రిచ‌యం చేసేందుకు కూడా ఎంఒసి బాట ప‌రుస్తుంది .,The MoC will lead to betterment of the food processing sector in the country by introducing innovative techniques and processes .,కొత్త కొత్త ను మ‌రియు processes ప‌రిచ‌యం చేసేందుకు MoC ప‌రుస్తుంది .,2,4
మేము వారాంతాల్లో వ్యాహ్యాళికి వెళ్ళే సాధారణ కుటుంబంలానే కనిపించేవాళ్ళం .,"On the average , we went every two weeks .",మేము వారాంతాల్లో average కుటుంబంలానే కనిపించేవాళ్ళం .,4,4
సినిమాలో చాలా బాగా యాక్ట్ చేసింది .,He acted very brilliantly in this film .,He acted చాలా brilliantly in this,5,4
నెలకు సుమారు 25 ప్రాణాల వరకు ఈ రోడ్డుపై జరిగే ప్రమాదాల్లో చనిపోతున్నారు .,On an average 25 lives are lost per month in road accidents .,నెలకు average 25 lives ఈ రోడ్డుపై accidents .,3,4
ఆయన అనుచరులు కూడా ఎలాంటి రాజకీయ కార్యక్రమాల్లో పాల్గొనడం లేదు,He said he wouldn't even campaign for any political party,He said he would కూడా even campaign,3,2
"16వ శతాబ్దం సమయంలో , ఉత్తర జర్మనీ ప్రొటస్టెంట్ సంస్కరణవాదం యొక్క కేంద్రమైంది .","In 16th century , North Germany became the center part of the kingdom","In 16వ century , ఉత్తర Germany యొక్క కేంద్రమైంది",2,4
